city,city_cost_index,num_days,budget_tier,group_size,season,avg_place_rating,num_places,pct_history,pct_culture,pct_nature,pct_food,pct_nightlife,pct_shopping,total_cost_inr
Pune,1.0,5,medium,6,off_peak,3.95,10,0.002,0.005,0.377,0.483,0.104,0.029,49433.41
Agra,0.75,4,low,3,peak,4.07,8,0.147,0.052,0.137,0.06,0.024,0.58,17587.03
New York,3.6,2,low,3,shoulder,3.95,4,0.496,0.147,0.016,0.115,0.077,0.148,31462.0
Amsterdam,2.9,10,high,4,peak,3.56,30,0.166,0.051,0.054,0.002,0.616,0.111,583203.33
Pune,1.0,1,high,5,shoulder,4.42,2,0.01,0.253,0.132,0.246,0.217,0.141,24407.0
Dubai,2.8,1,low,6,shoulder,4.21,3,0.195,0.138,0.126,0.085,0.087,0.37,22298.26
Rishikesh,0.75,8,medium,2,off_peak,3.98,16,0.119,0.077,0.109,0.011,0.19,0.495,38489.74
Goa,1.3,3,medium,6,off_peak,4.44,6,0.03,0.476,0.291,0.091,0.088,0.023,31755.16
Chennai,1.05,6,low,6,off_peak,4.86,12,0.158,0.238,0.374,0.014,0.014,0.202,45400.67
Mumbai,1.4,4,low,1,shoulder,4.83,12,0.349,0.158,0.068,0.263,0.123,0.04,8895.0
Amritsar,0.8,3,high,4,peak,3.34,9,0.337,0.054,0.088,0.108,0.191,0.221,31058.38
Varanasi,0.7,4,low,1,shoulder,3.44,12,0.023,0.097,0.042,0.098,0.028,0.712,5152.72
London,3.4,7,medium,3,shoulder,4.49,21,0.493,0.261,0.028,0.026,0.016,0.176,164138.14
London,3.4,2,low,6,peak,4.28,6,0.027,0.527,0.136,0.153,0.005,0.151,64995.65
Shimla,0.95,9,medium,4,off_peak,3.33,27,0.224,0.034,0.254,0.147,0.046,0.295,69569.1
Rome,2.7,8,medium,4,off_peak,4.51,24,0.018,0.16,0.542,0.142,0.04,0.1,177390.23
Hyderabad,1.05,2,medium,2,peak,3.89,6,0.11,0.079,0.258,0.121,0.306,0.126,17073.91
London,3.4,5,medium,5,peak,4.03,15,0.107,0.287,0.044,0.017,0.371,0.173,265719.7
Hyderabad,1.05,3,medium,6,shoulder,4.18,9,0.058,0.617,0.127,0.082,0.084,0.032,28968.25
Amsterdam,2.9,6,medium,3,shoulder,3.77,12,0.144,0.208,0.046,0.405,0.195,0.001,116069.58
Varanasi,0.7,1,low,6,peak,4.45,2,0.077,0.071,0.159,0.015,0.045,0.634,10249.47
Tokyo,3.0,5,medium,3,shoulder,3.69,15,0.399,0.296,0.038,0.018,0.0,0.249,74666.0
Manali,0.9,2,medium,6,off_peak,4.19,6,0.162,0.144,0.161,0.056,0.225,0.251,23423.99
Udaipur,1.0,1,high,6,shoulder,4.41,2,0.092,0.508,0.051,0.027,0.212,0.11,24654.4
Delhi,1.1,5,low,6,shoulder,3.32,10,0.145,0.421,0.119,0.086,0.066,0.163,41725.2
Tokyo,3.0,5,low,4,shoulder,4.31,10,0.052,0.095,0.106,0.214,0.499,0.034,92010.05
Udaipur,1.0,3,high,5,shoulder,3.92,6,0.346,0.262,0.115,0.129,0.096,0.051,48901.95
Udaipur,1.0,4,low,1,peak,4.51,12,0.064,0.315,0.114,0.332,0.066,0.11,7361.65
Agra,0.75,1,low,6,peak,4.36,2,0.519,0.164,0.028,0.073,0.025,0.19,7058.25
Mumbai,1.4,10,high,5,peak,3.5,30,0.02,0.263,0.241,0.133,0.313,0.03,284033.52
Udaipur,1.0,3,medium,3,shoulder,4.8,6,0.054,0.104,0.006,0.563,0.257,0.016,28075.2
Agra,0.75,2,medium,6,peak,3.4,4,0.141,0.31,0.21,0.208,0.13,0.001,15807.78
New York,3.6,8,low,4,shoulder,4.84,16,0.69,0.193,0.002,0.013,0.056,0.046,146303.79
London,3.4,2,low,2,peak,3.23,6,0.015,0.353,0.136,0.049,0.163,0.283,26436.78
Bali,1.5,4,medium,2,off_peak,4.04,12,0.22,0.131,0.194,0.071,0.066,0.317,24280.27
Tokyo,3.0,6,low,5,shoulder,4.1,18,0.015,0.149,0.407,0.063,0.047,0.32,77158.79
Tokyo,3.0,3,medium,6,shoulder,4.22,9,0.051,0.333,0.048,0.043,0.016,0.509,136566.99
Paris,3.2,2,medium,2,off_peak,3.74,6,0.027,0.735,0.01,0.069,0.12,0.04,18821.91
Bengaluru,1.2,1,low,2,shoulder,3.74,2,0.121,0.083,0.008,0.301,0.075,0.412,4298.37
Istanbul,1.8,5,low,6,shoulder,4.12,15,0.159,0.056,0.038,0.566,0.082,0.099,76380.67
Udaipur,1.0,10,low,5,peak,3.97,30,0.126,0.022,0.035,0.308,0.265,0.244,91818.08
Bali,1.5,3,low,4,shoulder,3.98,9,0.066,0.331,0.004,0.052,0.002,0.545,26507.2
London,3.4,2,high,2,off_peak,4.86,6,0.092,0.427,0.067,0.293,0.024,0.097,53491.38
Dubai,2.8,4,low,6,shoulder,3.74,12,0.002,0.147,0.084,0.207,0.336,0.224,96715.39
Kochi,0.95,10,medium,3,off_peak,5.0,30,0.092,0.461,0.031,0.117,0.099,0.199,62589.03
Amritsar,0.8,10,low,6,shoulder,4.69,30,0.324,0.136,0.017,0.126,0.027,0.371,66429.69
Rishikesh,0.75,7,medium,5,off_peak,4.1,21,0.296,0.039,0.504,0.017,0.117,0.027,38217.79
Jaipur,0.8,4,low,1,shoulder,3.39,12,0.074,0.025,0.243,0.093,0.421,0.144,4684.87
Singapore,2.9,2,low,1,shoulder,4.35,6,0.032,0.3,0.169,0.385,0.023,0.092,8453.85
Hyderabad,1.05,6,low,3,off_peak,4.06,12,0.028,0.166,0.451,0.086,0.251,0.018,16415.41
Mumbai,1.4,1,medium,5,shoulder,4.15,2,0.394,0.036,0.179,0.285,0.1,0.005,12926.0
Paris,3.2,8,low,5,off_peak,3.27,16,0.125,0.015,0.102,0.033,0.47,0.255,171385.51
Amsterdam,2.9,3,medium,3,off_peak,3.41,9,0.115,0.077,0.135,0.292,0.042,0.338,55964.6
Pune,1.0,1,medium,4,shoulder,4.27,3,0.051,0.145,0.049,0.661,0.025,0.068,9812.89
Bali,1.5,8,low,6,off_peak,4.19,16,0.103,0.467,0.034,0.02,0.246,0.13,79704.96
Tokyo,3.0,3,low,6,shoulder,3.69,9,0.279,0.084,0.11,0.029,0.005,0.493,65540.03
New York,3.6,5,medium,1,shoulder,3.85,10,0.069,0.126,0.594,0.119,0.009,0.083,30125.88
Pune,1.0,2,medium,2,off_peak,4.39,4,0.336,0.111,0.135,0.136,0.168,0.114,7825.97
Udaipur,1.0,2,low,5,off_peak,3.74,6,0.328,0.058,0.379,0.135,0.041,0.059,7166.35
Chennai,1.05,3,low,2,off_peak,4.77,9,0.008,0.007,0.003,0.138,0.303,0.54,14094.88
Amsterdam,2.9,10,low,3,off_peak,4.47,30,0.12,0.05,0.148,0.055,0.452,0.174,173211.03
Delhi,1.1,8,high,3,peak,4.84,24,0.228,0.221,0.093,0.142,0.099,0.216,165308.14
Dubai,2.8,7,low,6,off_peak,4.77,21,0.079,0.326,0.033,0.071,0.214,0.277,152598.94
New York,3.6,9,high,6,peak,4.78,18,0.015,0.118,0.003,0.192,0.311,0.36,1505903.59
Amsterdam,2.9,8,medium,6,off_peak,4.08,16,0.185,0.056,0.28,0.174,0.105,0.2,258064.89
Hyderabad,1.05,9,low,2,shoulder,4.61,27,0.02,0.145,0.42,0.149,0.211,0.054,26113.94
Dubai,2.8,8,medium,3,shoulder,4.01,16,0.017,0.003,0.186,0.499,0.093,0.202,145373.08
Goa,1.3,10,medium,1,shoulder,3.43,30,0.212,0.012,0.504,0.026,0.205,0.041,16428.28
Hyderabad,1.05,10,high,2,peak,4.9,30,0.242,0.117,0.027,0.276,0.03,0.309,154298.81
Amsterdam,2.9,9,high,6,shoulder,4.39,27,0.03,0.275,0.508,0.067,0.023,0.097,321811.27
Mumbai,1.4,10,low,3,shoulder,4.19,20,0.136,0.132,0.286,0.206,0.224,0.017,50457.33
Bali,1.5,4,low,5,off_peak,3.92,8,0.192,0.025,0.368,0.152,0.222,0.041,29095.31
Goa,1.3,8,medium,5,peak,4.99,16,0.005,0.035,0.468,0.084,0.121,0.288,182404.07
Goa,1.3,5,low,5,off_peak,3.33,10,0.103,0.204,0.039,0.089,0.242,0.322,35994.32
Amsterdam,2.9,3,medium,3,peak,3.3,9,0.149,0.33,0.028,0.068,0.241,0.183,69890.23
Hyderabad,1.05,7,low,3,off_peak,4.24,21,0.233,0.129,0.092,0.278,0.201,0.066,31416.1
Bangkok,1.6,5,medium,6,shoulder,4.14,10,0.165,0.014,0.136,0.198,0.432,0.056,95196.95
Varanasi,0.7,5,medium,6,shoulder,3.57,10,0.24,0.043,0.036,0.166,0.189,0.325,53759.13
London,3.4,7,medium,1,shoulder,3.53,21,0.081,0.204,0.334,0.216,0.133,0.033,44215.31
Paris,3.2,9,medium,3,shoulder,3.74,18,0.001,0.068,0.37,0.013,0.404,0.144,214262.67
Agra,0.75,8,medium,3,off_peak,3.43,24,0.034,0.004,0.082,0.288,0.113,0.479,38476.99
Barcelona,2.5,7,high,4,shoulder,3.82,14,0.163,0.48,0.133,0.031,0.058,0.134,239945.4
Mumbai,1.4,9,medium,5,peak,3.66,18,0.308,0.222,0.12,0.164,0.146,0.04,157989.02
Agra,0.75,10,low,5,off_peak,4.55,30,0.029,0.2,0.031,0.119,0.052,0.569,57385.09
Istanbul,1.8,5,high,2,off_peak,3.68,10,0.271,0.217,0.054,0.23,0.161,0.067,49813.31
Varanasi,0.7,7,medium,5,peak,4.31,21,0.054,0.283,0.218,0.328,0.05,0.067,63622.54
Singapore,2.9,5,medium,1,peak,3.28,15,0.268,0.108,0.012,0.228,0.101,0.283,59243.89
Udaipur,1.0,8,high,2,peak,4.62,16,0.143,0.378,0.157,0.135,0.108,0.078,82355.11
Shimla,0.95,7,medium,4,off_peak,4.65,21,0.097,0.238,0.052,0.224,0.316,0.073,64676.55
Paris,3.2,5,low,2,shoulder,4.1,15,0.222,0.099,0.321,0.109,0.032,0.217,38785.71
Dubai,2.8,3,medium,5,off_peak,3.91,9,0.014,0.216,0.232,0.231,0.216,0.092,70596.02
London,3.4,10,low,6,shoulder,4.68,20,0.08,0.159,0.25,0.148,0.056,0.308,294384.3
Udaipur,1.0,5,medium,1,peak,4.78,15,0.005,0.535,0.231,0.104,0.074,0.05,10391.01
Singapore,2.9,8,low,5,off_peak,3.53,16,0.138,0.438,0.206,0.035,0.056,0.129,118076.55
Amritsar,0.8,2,low,1,off_peak,3.56,6,0.256,0.141,0.404,0.093,0.045,0.061,1118.5
Agra,0.75,7,high,6,shoulder,4.08,21,0.076,0.13,0.153,0.147,0.336,0.158,151292.85
Manali,0.9,3,low,4,off_peak,3.65,9,0.036,0.006,0.001,0.068,0.34,0.548,18683.11
Amritsar,0.8,7,medium,6,peak,4.47,14,0.07,0.166,0.244,0.4,0.017,0.102,82367.46
Mumbai,1.4,3,medium,2,shoulder,3.86,9,0.138,0.042,0.109,0.228,0.388,0.096,23561.31
Udaipur,1.0,6,high,3,off_peak,4.36,12,0.195,0.05,0.076,0.036,0.387,0.256,85306.0
Pune,1.0,5,low,1,shoulder,4.48,15,0.043,0.191,0.512,0.118,0.047,0.089,5196.18
Goa,1.3,4,low,5,shoulder,4.31,12,0.106,0.16,0.063,0.414,0.01,0.248,44732.66
Rome,2.7,6,high,4,peak,4.33,18,0.127,0.162,0.008,0.2,0.065,0.437,554934.39
Bengaluru,1.2,9,low,3,off_peak,3.98,27,0.097,0.474,0.07,0.071,0.196,0.092,39143.51
Bangkok,1.6,10,medium,1,off_peak,3.66,30,0.074,0.061,0.251,0.295,0.18,0.138,29502.76
Istanbul,1.8,8,low,1,peak,4.02,24,0.115,0.132,0.079,0.635,0.023,0.016,30795.01
Amritsar,0.8,1,medium,5,shoulder,3.72,2,0.217,0.106,0.194,0.142,0.125,0.217,6987.2
Paris,3.2,6,medium,3,shoulder,4.12,12,0.018,0.16,0.101,0.319,0.399,0.003,155746.88
Udaipur,1.0,9,medium,3,off_peak,3.39,18,0.348,0.27,0.118,0.099,0.008,0.156,44794.79
Amsterdam,2.9,6,high,1,off_peak,3.53,12,0.187,0.013,0.042,0.318,0.346,0.095,84618.67
London,3.4,5,low,3,peak,3.8,10,0.437,0.07,0.235,0.114,0.027,0.117,75060.32
Singapore,2.9,4,medium,5,off_peak,3.91,12,0.147,0.065,0.263,0.207,0.215,0.102,104518.38
Barcelona,2.5,8,low,2,peak,4.89,16,0.116,0.11,0.062,0.147,0.109,0.456,110243.91
Manali,0.9,7,high,1,shoulder,4.87,21,0.1,0.045,0.312,0.062,0.406,0.075,28426.07
Chennai,1.05,10,low,2,off_peak,4.71,20,0.229,0.156,0.017,0.108,0.271,0.219,36437.03
Rishikesh,0.75,5,low,4,peak,3.95,10,0.077,0.108,0.04,0.127,0.197,0.451,31373.69
Amsterdam,2.9,6,medium,6,off_peak,4.37,12,0.044,0.125,0.1,0.205,0.173,0.353,260314.84
Bangkok,1.6,4,medium,3,shoulder,3.63,8,0.37,0.228,0.006,0.025,0.065,0.306,53578.11
Mumbai,1.4,1,high,3,shoulder,4.49,2,0.245,0.052,0.588,0.027,0.011,0.078,13640.72
Dubai,2.8,1,high,6,shoulder,4.26,3,0.004,0.304,0.026,0.467,0.172,0.027,75697.86
Bengaluru,1.2,8,high,3,shoulder,3.92,24,0.017,0.052,0.1,0.463,0.087,0.281,137965.02
Mumbai,1.4,7,low,6,peak,4.14,21,0.088,0.128,0.186,0.329,0.167,0.103,91389.0
Agra,0.75,3,low,6,peak,4.97,9,0.071,0.303,0.063,0.079,0.139,0.345,24062.01
Istanbul,1.8,1,medium,1,shoulder,3.74,3,0.064,0.387,0.306,0.104,0.097,0.041,3360.07
Paris,3.2,4,low,3,shoulder,3.84,8,0.262,0.352,0.147,0.159,0.068,0.012,35008.04
Delhi,1.1,10,low,6,peak,3.31,20,0.104,0.198,0.062,0.392,0.006,0.239,96269.64
Tokyo,3.0,3,medium,3,peak,3.28,9,0.107,0.377,0.065,0.221,0.157,0.073,68771.76
Paris,3.2,1,low,4,peak,4.59,3,0.109,0.066,0.035,0.635,0.069,0.085,21018.98
Singapore,2.9,6,medium,5,off_peak,4.68,12,0.186,0.121,0.189,0.043,0.127,0.335,189942.64
New York,3.6,8,medium,5,shoulder,4.84,24,0.479,0.003,0.055,0.038,0.35,0.075,448421.87
Varanasi,0.7,7,medium,2,shoulder,3.49,21,0.262,0.014,0.002,0.515,0.071,0.136,23295.59
Bali,1.5,9,high,2,off_peak,3.64,27,0.241,0.004,0.136,0.119,0.479,0.021,88029.75
Varanasi,0.7,10,low,3,off_peak,4.75,30,0.153,0.013,0.076,0.48,0.236,0.043,36519.29
Manali,0.9,7,high,1,shoulder,3.42,21,0.172,0.091,0.098,0.157,0.29,0.191,23936.96
Kochi,0.95,9,high,3,peak,4.61,27,0.008,0.222,0.223,0.293,0.139,0.114,135215.75
Bangkok,1.6,7,medium,4,shoulder,3.37,14,0.21,0.062,0.546,0.054,0.057,0.071,69788.82
Agra,0.75,7,medium,5,off_peak,4.31,21,0.253,0.202,0.051,0.144,0.232,0.119,60458.7
Dubai,2.8,3,high,6,peak,4.64,9,0.23,0.168,0.085,0.073,0.142,0.303,267571.07
Barcelona,2.5,6,medium,5,off_peak,3.91,12,0.196,0.281,0.142,0.02,0.238,0.123,143015.79
Bangkok,1.6,8,medium,6,shoulder,3.65,16,0.071,0.025,0.178,0.078,0.396,0.251,179851.02
Singapore,2.9,10,low,2,shoulder,4.67,30,0.156,0.163,0.384,0.013,0.055,0.229,90149.87
Tokyo,3.0,3,low,5,shoulder,4.08,9,0.191,0.388,0.035,0.369,0.009,0.008,49940.61
Rome,2.7,7,medium,3,shoulder,4.76,14,0.026,0.032,0.279,0.059,0.575,0.029,139769.51
Rome,2.7,4,medium,1,shoulder,4.2,12,0.135,0.269,0.008,0.21,0.375,0.003,32077.43
Barcelona,2.5,3,medium,6,peak,3.97,6,0.462,0.036,0.087,0.139,0.237,0.038,128260.6
Istanbul,1.8,3,medium,2,peak,4.32,6,0.314,0.058,0.047,0.243,0.089,0.249,47134.24
Singapore,2.9,4,medium,1,shoulder,4.72,12,0.105,0.1,0.038,0.033,0.587,0.136,36051.37
Amritsar,0.8,8,medium,5,off_peak,4.66,16,0.06,0.298,0.048,0.01,0.327,0.257,70892.83
Amsterdam,2.9,5,medium,4,shoulder,3.67,15,0.089,0.011,0.275,0.352,0.27,0.004,119923.11
Tokyo,3.0,6,medium,3,peak,4.36,12,0.1,0.364,0.202,0.115,0.108,0.111,203370.1
Paris,3.2,2,low,2,off_peak,4.75,6,0.264,0.161,0.111,0.119,0.097,0.249,16454.74
Pune,1.0,2,high,6,peak,4.89,4,0.239,0.145,0.072,0.088,0.351,0.107,65813.44
Manali,0.9,7,medium,2,off_peak,3.74,21,0.039,0.037,0.214,0.387,0.301,0.021,31207.74
Bangkok,1.6,8,medium,2,off_peak,4.06,24,0.157,0.08,0.356,0.102,0.06,0.245,64238.64
Manali,0.9,1,medium,1,off_peak,4.2,3,0.283,0.078,0.094,0.256,0.063,0.227,2129.57
Rome,2.7,2,low,2,off_peak,4.95,6,0.007,0.128,0.404,0.286,0.033,0.143,13567.54
Delhi,1.1,7,low,4,peak,3.76,14,0.455,0.052,0.249,0.005,0.231,0.007,39213.7
Varanasi,0.7,9,low,6,shoulder,3.48,18,0.49,0.05,0.165,0.122,0.005,0.169,39584.18
Hyderabad,1.05,4,medium,6,shoulder,4.15,8,0.261,0.009,0.459,0.038,0.096,0.138,37980.98
Amsterdam,2.9,3,low,6,peak,3.22,6,0.443,0.03,0.264,0.06,0.159,0.044,59427.85
Paris,3.2,1,medium,5,off_peak,5.0,3,0.18,0.142,0.041,0.186,0.305,0.146,42943.49
Agra,0.75,6,low,4,shoulder,3.58,12,0.327,0.018,0.193,0.162,0.071,0.228,24309.21
Barcelona,2.5,9,medium,6,off_peak,4.01,27,0.058,0.045,0.01,0.055,0.022,0.81,357532.22
Singapore,2.9,10,medium,2,shoulder,3.66,20,0.191,0.107,0.269,0.149,0.137,0.148,114241.34
Paris,3.2,4,high,4,off_peak,3.74,12,0.055,0.495,0.038,0.202,0.146,0.063,189798.89
Paris,3.2,9,medium,5,shoulder,3.96,27,0.321,0.28,0.127,0.132,0.1,0.04,237185.95
Pune,1.0,3,medium,3,shoulder,4.6,6,0.323,0.039,0.038,0.07,0.12,0.41,26215.25
Kochi,0.95,10,medium,1,shoulder,3.58,30,0.342,0.047,0.22,0.17,0.002,0.219,23490.86
New York,3.6,2,medium,4,shoulder,3.24,4,0.167,0.1,0.382,0.215,0.048,0.087,46715.53
Jaipur,0.8,10,medium,4,shoulder,4.47,30,0.112,0.032,0.121,0.598,0.089,0.048,73301.81
Amritsar,0.8,9,low,2,peak,4.0,18,0.198,0.656,0.041,0.068,0.009,0.028,23708.67
Singapore,2.9,4,low,4,off_peak,3.21,8,0.34,0.061,0.124,0.025,0.146,0.305,52513.91
Singapore,2.9,10,medium,2,peak,3.54,30,0.132,0.021,0.079,0.155,0.037,0.576,264299.17
Hyderabad,1.05,6,low,4,shoulder,4.32,18,0.333,0.467,0.036,0.11,0.049,0.004,22288.29
Bali,1.5,3,low,6,off_peak,3.81,6,0.044,0.132,0.151,0.28,0.067,0.326,34972.98
Varanasi,0.7,6,low,3,peak,3.72,12,0.171,0.273,0.1,0.226,0.133,0.098,20504.2
Rishikesh,0.75,9,medium,6,shoulder,3.25,18,0.414,0.049,0.127,0.126,0.017,0.267,67681.73
Agra,0.75,3,low,1,peak,3.75,6,0.165,0.31,0.262,0.041,0.122,0.1,3878.06
Rishikesh,0.75,7,low,5,peak,4.57,21,0.225,0.246,0.215,0.2,0.088,0.025,42635.08
Rome,2.7,6,medium,3,peak,3.99,12,0.116,0.153,0.022,0.242,0.42,0.047,129472.0
New York,3.6,5,low,6,shoulder,3.77,10,0.351,0.253,0.086,0.134,0.107,0.069,102550.59
Agra,0.75,5,high,3,shoulder,4.66,10,0.469,0.009,0.053,0.133,0.043,0.293,53396.6
Chennai,1.05,4,low,3,shoulder,4.29,8,0.18,0.551,0.071,0.008,0.016,0.174,14584.0
Bengaluru,1.2,5,medium,5,shoulder,3.82,10,0.207,0.312,0.057,0.157,0.255,0.012,61199.99
Jaipur,0.8,1,high,6,off_peak,4.15,2,0.053,0.409,0.122,0.139,0.089,0.189,18617.48
Pune,1.0,3,low,6,peak,4.19,9,0.217,0.412,0.257,0.094,0.01,0.009,18432.01
Tokyo,3.0,4,medium,4,off_peak,4.17,12,0.104,0.592,0.098,0.08,0.109,0.017,88530.56
Agra,0.75,3,medium,6,off_peak,3.89,6,0.086,0.164,0.044,0.439,0.184,0.083,31229.8
Rome,2.7,6,low,1,shoulder,3.3,12,0.068,0.147,0.046,0.255,0.102,0.381,28565.5
Paris,3.2,7,high,4,shoulder,4.01,14,0.099,0.03,0.366,0.154,0.294,0.057,388706.14
Istanbul,1.8,10,medium,5,shoulder,4.51,30,0.06,0.068,0.048,0.52,0.125,0.18,242714.82
Varanasi,0.7,2,low,6,peak,3.24,4,0.049,0.148,0.212,0.294,0.251,0.045,11626.01
Tokyo,3.0,2,high,3,peak,3.55,4,0.129,0.111,0.121,0.205,0.111,0.324,120580.56
Dubai,2.8,1,low,5,shoulder,4.35,3,0.086,0.197,0.314,0.095,0.268,0.04,19830.92
Hyderabad,1.05,8,medium,4,shoulder,3.28,24,0.089,0.066,0.717,0.074,0.026,0.028,36912.3
Manali,0.9,2,low,5,shoulder,3.36,6,0.046,0.067,0.541,0.041,0.106,0.2,8763.4
Shimla,0.95,6,medium,3,shoulder,4.89,12,0.283,0.047,0.095,0.041,0.082,0.452,53653.93
Amsterdam,2.9,10,medium,3,shoulder,3.28,30,0.253,0.159,0.062,0.312,0.043,0.171,196819.24
Bali,1.5,2,medium,5,shoulder,3.34,4,0.229,0.127,0.249,0.179,0.122,0.094,25776.63
Varanasi,0.7,4,medium,6,off_peak,3.77,12,0.23,0.054,0.396,0.202,0.016,0.1,22565.27
Rishikesh,0.75,3,low,2,off_peak,4.28,9,0.279,0.068,0.261,0.109,0.089,0.194,4976.28
Istanbul,1.8,9,low,5,off_peak,4.08,27,0.213,0.221,0.065,0.206,0.227,0.068,94660.66
Barcelona,2.5,9,medium,1,shoulder,4.56,27,0.216,0.251,0.301,0.051,0.049,0.132,42444.91
Mumbai,1.4,3,low,4,off_peak,4.57,6,0.046,0.195,0.254,0.173,0.233,0.098,23561.26
Bali,1.5,3,medium,6,off_peak,4.98,9,0.095,0.041,0.664,0.141,0.008,0.051,40417.57
Bengaluru,1.2,10,high,6,shoulder,3.46,30,0.486,0.081,0.155,0.029,0.199,0.049,170732.26
Istanbul,1.8,5,medium,4,peak,4.18,15,0.123,0.074,0.109,0.059,0.612,0.023,135619.43
Agra,0.75,4,high,5,off_peak,4.57,8,0.247,0.225,0.24,0.005,0.137,0.146,45193.57
Manali,0.9,10,high,2,peak,3.73,30,0.025,0.056,0.183,0.186,0.005,0.546,118429.96
Paris,3.2,9,medium,4,off_peak,4.38,18,0.229,0.388,0.201,0.019,0.142,0.02,171972.14
Varanasi,0.7,6,low,3,peak,4.36,12,0.163,0.057,0.093,0.316,0.34,0.031,30962.95
Paris,3.2,8,medium,4,off_peak,4.67,16,0.027,0.474,0.101,0.136,0.194,0.067,236804.84
Varanasi,0.7,3,low,4,peak,4.27,6,0.117,0.005,0.017,0.395,0.246,0.22,15867.72
Kochi,0.95,6,medium,2,peak,3.49,18,0.184,0.178,0.182,0.106,0.062,0.288,30698.93
Pune,1.0,5,low,3,shoulder,3.21,15,0.101,0.342,0.151,0.06,0.224,0.122,20180.76
Goa,1.3,4,high,6,shoulder,4.11,12,0.011,0.114,0.043,0.006,0.01,0.816,164844.78
Paris,3.2,1,medium,1,off_peak,3.46,3,0.328,0.106,0.101,0.1,0.353,0.013,6192.87
New York,3.6,6,medium,4,off_peak,4.58,18,0.106,0.136,0.127,0.023,0.552,0.056,188667.76
Goa,1.3,7,low,5,off_peak,3.32,21,0.026,0.396,0.109,0.362,0.017,0.091,41929.43
Dubai,2.8,4,low,6,off_peak,4.24,8,0.003,0.05,0.137,0.116,0.6,0.094,98789.6
Bali,1.5,3,high,3,shoulder,4.43,6,0.221,0.113,0.459,0.1,0.088,0.019,45798.49
Pune,1.0,10,high,4,shoulder,4.63,20,0.18,0.201,0.176,0.047,0.055,0.341,195856.72
New York,3.6,2,medium,1,shoulder,3.68,6,0.16,0.385,0.084,0.215,0.024,0.131,15941.99
Delhi,1.1,9,medium,3,shoulder,4.67,27,0.157,0.028,0.033,0.322,0.211,0.249,79943.1
Hyderabad,1.05,9,high,2,shoulder,3.58,27,0.315,0.12,0.233,0.041,0.256,0.034,45695.27
Manali,0.9,4,medium,1,shoulder,4.88,12,0.115,0.238,0.042,0.018,0.234,0.353,10170.5
Hyderabad,1.05,10,high,2,shoulder,4.93,30,0.034,0.425,0.015,0.385,0.129,0.011,83118.54
Shimla,0.95,4,medium,5,shoulder,3.25,12,0.127,0.361,0.094,0.002,0.321,0.097,46564.67
Hyderabad,1.05,4,medium,5,off_peak,3.78,12,0.02,0.379,0.174,0.117,0.186,0.124,37384.0
Amritsar,0.8,2,low,5,peak,4.77,6,0.175,0.119,0.086,0.355,0.227,0.039,16482.58
Bali,1.5,7,medium,4,off_peak,3.92,21,0.186,0.19,0.184,0.398,0.041,0.001,62420.21
Amsterdam,2.9,9,high,4,off_peak,4.42,27,0.056,0.05,0.025,0.241,0.528,0.099,480063.79
Amritsar,0.8,10,medium,4,off_peak,3.22,30,0.084,0.209,0.298,0.137,0.254,0.019,42884.71
Shimla,0.95,3,medium,1,shoulder,3.21,9,0.372,0.14,0.006,0.298,0.045,0.14,5605.96
London,3.4,7,high,1,peak,4.41,14,0.031,0.561,0.054,0.109,0.015,0.231,151173.78
Rome,2.7,2,low,3,peak,3.85,6,0.222,0.11,0.054,0.36,0.064,0.19,33803.25
Hyderabad,1.05,10,low,1,shoulder,4.37,20,0.189,0.001,0.24,0.268,0.128,0.174,10991.3
Varanasi,0.7,10,medium,1,shoulder,3.21,30,0.017,0.365,0.052,0.05,0.198,0.318,23925.82
Bangkok,1.6,2,medium,4,off_peak,4.42,6,0.147,0.025,0.098,0.256,0.318,0.156,36228.21
Amsterdam,2.9,7,low,6,off_peak,4.28,14,0.157,0.077,0.037,0.026,0.591,0.113,131888.98
Mumbai,1.4,3,high,6,shoulder,3.99,6,0.099,0.104,0.031,0.216,0.284,0.265,90844.92
Amritsar,0.8,8,low,4,off_peak,3.8,24,0.153,0.204,0.175,0.166,0.114,0.187,35755.32
Bangkok,1.6,1,medium,1,off_peak,3.97,2,0.035,0.371,0.065,0.179,0.3,0.051,3859.58
Rome,2.7,5,medium,6,peak,4.19,15,0.008,0.058,0.048,0.399,0.399,0.088,287087.71
Varanasi,0.7,2,medium,3,shoulder,4.42,4,0.23,0.214,0.347,0.037,0.093,0.079,8967.57
Chennai,1.05,1,medium,6,shoulder,4.43,3,0.099,0.036,0.33,0.015,0.383,0.137,16333.29
Chennai,1.05,6,medium,4,shoulder,3.77,12,0.036,0.032,0.042,0.064,0.202,0.625,78197.63
Singapore,2.9,6,medium,1,peak,3.97,12,0.203,0.118,0.09,0.318,0.187,0.084,50786.92
Goa,1.3,10,medium,5,off_peak,3.72,30,0.289,0.09,0.227,0.196,0.192,0.006,105924.6
Shimla,0.95,4,high,6,shoulder,4.57,8,0.038,0.3,0.489,0.031,0.138,0.004,67981.94
Agra,0.75,6,high,2,shoulder,4.18,18,0.392,0.001,0.298,0.146,0.125,0.039,31406.68
Rishikesh,0.75,5,high,1,off_peak,4.63,10,0.002,0.375,0.033,0.16,0.142,0.287,16267.17
